% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
110.811	8	1	11082	2	1	28	9422	0	0	0
110.821	8	1	11083	2	1	28	9422	0	0	0
110.861	8	1	11087	2	1	28	9422	0	0	0
110.871	8	1	11088	2	1	28	9422	0	0	0
110.911	8	1	11092	2	1	28	9422	0	0	0
110.921	8	1	11093	2	1	28	9422	0	0	0
110.961	8	1	11097	2	1	28	9422	0	0	0
110.971	8	1	11098	2	1	28	9422	0	0	0
111.011	8	1	11102	2	1	28	9422	0	0	0
111.021	8	1	11103	2	1	28	9422	0	0	0
111.061	8	1	11107	2	1	28	9422	0	0	0
111.071	8	1	11108	2	1	28	9422	0	0	0
111.111	8	1	11112	2	1	28	9422	0	0	0
111.121	8	1	11113	2	1	28	9422	0	0	0
111.161	8	1	11117	2	1	28	9422	0	0	0
111.171	8	1	11118	2	1	28	9422	0	0	0
111.211	8	1	11122	2	1	28	9422	0	0	0
111.221	8	1	11123	2	1	28	9422	0	0	0
111.261	8	1	11127	2	1	28	9422	0	0	0
111.271	8	1	11128	2	1	28	9422	0	0	0
111.311	8	1	11132	2	1	28	9422	0	0	0
111.321	8	1	11133	2	1	28	9422	0	0	0
111.361	8	1	11137	2	1	28	9422	0	0	0
111.371	8	1	11138	2	1	28	9422	0	0	0
111.411	8	1	11142	2	1	28	9422	0	0	0
111.421	8	1	11143	2	1	28	9422	0	0	0
111.461	8	1	11147	2	1	28	9422	0	0	0
111.471	8	1	11148	2	1	28	9422	0	0	0
111.511	8	1	11152	2	1	28	9422	0	0	0
111.521	8	1	11153	2	1	28	9422	0	0	0
111.561	8	1	11157	2	1	28	9422	0	0	0
111.571	8	1	11158	2	1	28	9422	0	0	0
111.611	8	1	11162	2	1	28	9422	0	0	0
111.621	8	1	11163	2	1	28	9422	0	0	0
111.661	8	1	11167	2	1	28	9422	0	0	0
111.671	8	1	11168	2	1	28	9422	0	0	0
111.711	8	1	11172	2	1	28	9422	0	0	0
111.721	8	1	11173	2	1	28	9422	0	0	0
111.761	8	1	11177	2	1	28	9422	0	0	0
111.771	8	1	11178	2	1	28	9422	0	0	0
111.811	8	1	11182	2	1	28	9422	0	0	0
111.821	8	1	11183	2	1	28	9422	0	0	0
111.861	8	1	11187	2	1	28	9422	0	0	0
111.871	8	1	11188	2	1	28	9422	0	0	0
111.911	8	1	11192	2	1	28	9422	0	0	0
111.921	8	1	11193	2	1	28	9422	0	0	0
111.961	8	1	11197	2	1	28	9422	0	0	0
111.971	8	1	11198	2	1	28	9422	0	0	0
112.011	8	1	11202	2	1	28	9422	0	0	0
112.021	8	1	11203	2	1	28	9422	0	0	0
112.061	8	1	11207	2	1	28	9422	0	0	0
112.071	8	1	11208	2	1	28	9422	0	0	0
112.111	8	1	11212	2	1	28	9422	0	0	0
112.121	8	1	11213	2	1	28	9422	0	0	0
112.161	8	1	11217	2	1	28	9422	0	0	0
112.171	8	1	11218	2	1	28	9422	0	0	0
112.211	8	1	11222	2	1	28	9422	0	0	0
112.221	8	1	11223	2	1	28	9422	0	0	0
112.261	8	1	11227	2	1	28	9422	0	0	0
112.271	8	1	11228	2	1	28	9422	0	0	0
112.311	8	1	11232	2	1	28	9422	0	0	0
112.321	8	1	11233	2	1	28	9422	0	0	0
112.361	8	1	11237	2	1	28	9422	0	0	0
112.371	8	1	11238	2	1	28	9422	0	0	0
112.411	8	1	11242	2	1	28	9422	0	0	0
112.421	8	1	11243	2	1	28	9422	0	0	0
112.461	8	1	11247	2	1	28	9422	0	0	0
112.471	8	1	11248	2	1	28	9422	0	0	0
112.511	8	1	11252	2	1	28	9422	0	0	0
112.521	8	1	11253	2	1	28	9422	0	0	0
112.561	8	1	11257	2	1	28	9422	0	0	0
112.571	8	1	11258	2	1	28	9422	0	0	0
112.611	8	1	11262	2	1	28	9422	0	0	0
112.621	8	1	11263	2	1	28	9422	0	0	0
112.661	8	1	11267	2	1	28	9422	0	0	0
112.671	8	1	11268	2	1	28	9422	0	0	0
112.711	8	1	11272	2	1	28	9422	0	0	0
112.721	8	1	11273	2	1	28	9422	0	0	0
112.761	8	1	11277	2	1	28	9422	0	0	0
112.771	8	1	11278	2	1	28	9422	0	0	0
112.811	8	1	11282	2	1	28	9422	0	0	0
112.821	8	1	11283	2	1	28	9422	0	0	0
112.861	8	1	11287	2	1	28	9422	0	0	0
112.871	8	1	11288	2	1	28	9422	0	0	0
112.911	8	1	11292	2	1	28	9422	0	0	0
112.921	8	1	11293	2	1	28	9422	0	0	0
112.961	8	1	11297	2	1	28	9422	0	0	0
112.971	8	1	11298	2	1	28	9422	0	0	0
113.011	8	1	11302	2	1	28	9422	0	0	0
113.021	8	1	11303	2	1	28	9422	0	0	0
113.061	8	1	11307	2	1	28	9422	0	0	0
113.071	8	1	11308	2	1	28	9422	0	0	0
113.111	8	1	11312	2	1	28	9422	0	0	0
113.121	8	1	11313	2	1	28	9422	0	0	0
113.161	8	1	11317	2	1	28	9422	0	0	0
113.171	8	1	11318	2	1	28	9422	0	0	0
113.211	8	1	11322	2	1	28	9422	0	0	0
113.221	8	1	11323	2	1	28	9422	0	0	0
113.261	8	1	11327	2	1	28	9422	0	0	0
113.271	8	1	11328	2	1	28	9422	0	0	0
113.311	8	1	11332	2	1	28	9422	0	0	0
113.321	8	1	11333	2	1	28	9422	0	0	0
113.361	8	1	11337	2	1	28	9422	0	0	0
113.371	8	1	11338	2	1	28	9422	0	0	0
113.411	8	1	11342	2	1	28	9422	0	0	0
113.421	8	1	11343	2	1	28	9422	0	0	0
113.461	8	1	11347	2	1	28	9422	0	0	0
113.471	8	1	11348	2	1	28	9422	0	0	0
113.511	8	1	11352	2	1	28	9422	0	0	0
113.521	8	1	11353	2	1	28	9422	0	0	0
113.561	8	1	11357	2	1	28	9422	0	0	0
113.571	8	1	11358	2	1	28	9422	0	0	0
113.611	8	1	11362	2	1	28	9422	0	0	0
113.621	8	1	11363	2	1	28	9422	0	0	0
113.661	8	1	11367	2	1	28	9422	0	0	0
113.671	8	1	11368	2	1	28	9422	0	0	0
113.711	8	1	11372	2	1	28	9422	0	0	0
113.721	8	1	11373	2	1	28	9422	0	0	0
113.761	8	1	11377	2	1	28	9422	0	0	0
113.771	8	1	11378	2	1	28	9422	0	0	0
113.811	8	1	11382	2	1	28	9422	0	0	0
113.821	8	1	11383	2	1	28	9422	0	0	0
113.861	8	1	11387	2	1	28	9422	0	0	0
113.871	8	1	11388	2	1	28	9422	0	0	0
113.911	8	1	11392	2	1	28	9422	0	0	0
113.921	8	1	11393	2	1	28	9422	0	0	0
113.961	8	1	11397	2	1	28	9422	0	0	0
113.971	8	1	11398	2	1	28	9422	0	0	0
114.011	8	1	11402	2	1	28	9422	0	0	0
114.021	8	1	11403	2	1	28	9422	0	0	0
114.061	8	1	11407	2	1	28	9422	0	0	0
114.071	8	1	11408	2	1	28	9422	0	0	0
114.111	8	1	11412	2	1	28	9422	0	0	0
114.121	8	1	11413	2	1	28	9422	0	0	0
114.161	8	1	11417	2	1	28	9422	0	0	0
114.171	8	1	11418	2	1	28	9422	0	0	0
114.211	8	1	11422	2	1	28	9422	0	0	0
114.221	8	1	11423	2	1	28	9422	0	0	0
114.261	8	1	11427	2	1	28	9422	0	0	0
114.271	8	1	11428	2	1	28	9422	0	0	0
114.311	8	1	11432	2	1	28	9422	0	0	0
114.321	8	1	11433	2	1	28	9422	0	0	0
114.361	8	1	11437	2	1	28	9422	0	0	0
114.371	8	1	11438	2	1	28	9422	0	0	0
114.411	8	1	11442	2	1	28	9422	0	0	0
114.421	8	1	11443	2	1	28	9422	0	0	0
114.461	8	1	11447	2	1	28	9422	0	0	0
114.471	8	1	11448	2	1	28	9422	0	0	0
114.511	8	1	11452	2	1	28	9422	0	0	0
114.521	8	1	11453	2	1	28	9422	0	0	0
114.561	8	1	11457	2	1	28	9422	0	0	0
114.571	8	1	11458	2	1	28	9422	0	0	0
114.611	8	1	11462	2	1	28	9422	0	0	0
114.621	8	1	11463	2	1	28	9422	0	0	0
114.661	8	1	11467	2	1	28	9422	0	0	0
114.671	8	1	11468	2	1	28	9422	0	0	0
114.711	8	1	11472	2	1	28	9422	0	0	0
114.721	8	1	11473	2	1	28	9422	0	0	0
114.761	8	1	11477	2	1	28	9422	0	0	0
114.771	8	1	11478	2	1	28	9422	0	0	0
114.811	8	1	11482	2	1	28	9422	0	0	0
114.821	8	1	11483	2	1	28	9422	0	0	0
114.861	8	1	11487	2	1	28	9422	0	0	0
114.871	8	1	11488	2	1	28	9422	0	0	0
114.911	8	1	11492	2	1	28	9422	0	0	0
114.921	8	1	11493	2	1	28	9422	0	0	0
114.961	8	1	11497	2	1	28	9422	0	0	0
114.971	8	1	11498	2	1	28	9422	0	0	0
115.011	8	1	11502	2	1	28	9422	0	0	0
115.021	8	1	11503	2	1	28	9422	0	0	0
115.061	8	1	11507	2	1	28	9422	0	0	0
115.071	8	1	11508	2	1	28	9422	0	0	0
115.111	8	1	11512	2	1	28	9422	0	0	0
115.121	8	1	11513	2	1	28	9422	0	0	0
115.161	8	1	11517	2	1	28	9422	0	0	0
115.171	8	1	11518	2	1	28	9422	0	0	0
115.211	8	1	11522	2	1	28	9422	0	0	0
115.221	8	1	11523	2	1	28	9422	0	0	0
115.261	8	1	11527	2	1	28	9422	0	0	0
115.271	8	1	11528	2	1	28	9422	0	0	0
115.311	8	1	11532	2	1	28	9422	0	0	0
115.321	8	1	11533	2	1	28	9422	0	0	0
115.361	8	1	11537	2	1	28	9422	0	0	0
115.371	8	1	11538	2	1	28	9422	0	0	0
115.411	8	1	11542	2	1	28	9422	0	0	0
115.421	8	1	11543	2	1	28	9422	0	0	0
115.461	8	1	11547	2	1	28	9422	0	0	0
115.471	8	1	11548	2	1	28	9422	0	0	0
115.511	8	1	11552	2	1	28	9422	0	0	0
115.521	8	1	11553	2	1	28	9422	0	0	0
115.561	8	1	11557	2	1	28	9422	0	0	0
115.571	8	1	11558	2	1	28	9422	0	0	0
115.611	8	1	11562	2	1	28	9422	0	0	0
115.621	8	1	11563	2	1	28	9422	0	0	0
115.661	8	1	11567	2	1	28	9422	0	0	0
115.671	8	1	11568	2	1	28	9422	0	0	0
115.711	8	1	11572	2	1	28	9422	0	0	0
115.721	8	1	11573	2	1	28	9422	0	0	0
115.761	8	1	11577	2	1	28	9422	0	0	0
115.771	8	1	11578	2	1	28	9422	0	0	0
115.811	8	1	11582	2	1	28	9422	0	0	0
115.821	8	1	11583	2	1	28	9422	0	0	0
115.861	8	1	11587	2	1	28	9422	0	0	0
115.871	8	1	11588	2	1	28	9422	0	0	0
115.911	8	1	11592	2	1	28	9422	0	0	0
115.921	8	1	11593	2	1	28	9422	0	0	0
115.961	8	1	11597	2	1	28	9422	0	0	0
115.971	8	1	11598	2	1	28	9422	0	0	0
116.011	8	1	11602	2	1	28	9422	0	0	0
116.021	8	1	11603	2	1	28	9422	0	0	0
116.061	8	1	11607	2	1	28	9422	0	0	0
116.071	8	1	11608	2	1	28	9422	0	0	0
116.111	8	1	11612	2	1	28	9422	0	0	0
116.121	8	1	11613	2	1	28	9422	0	0	0
116.161	8	1	11617	2	1	28	9422	0	0	0
116.171	8	1	11618	2	1	28	9422	0	0	0
116.211	8	1	11622	2	1	28	9422	0	0	0
116.221	8	1	11623	2	1	28	9422	0	0	0
116.261	8	1	11627	2	1	28	9422	0	0	0
116.271	8	1	11628	2	1	28	9422	0	0	0
116.311	8	1	11632	2	1	28	9422	0	0	0
116.321	8	1	11633	2	1	28	9422	0	0	0
116.361	8	1	11637	2	1	28	9422	0	0	0
116.371	8	1	11638	2	1	28	9422	0	0	0
116.411	8	1	11642	2	1	28	9422	0	0	0
116.421	8	1	11643	2	1	28	9422	0	0	0
116.461	8	1	11647	2	1	28	9422	0	0	0
116.471	8	1	11648	2	1	28	9422	0	0	0
116.511	8	1	11652	2	1	28	9422	0	0	0
116.521	8	1	11653	2	1	28	9422	0	0	0
116.561	8	1	11657	2	1	28	9422	0	0	0
116.571	8	1	11658	2	1	28	9422	0	0	0
116.611	8	1	11662	2	1	28	9422	0	0	0
116.621	8	1	11663	2	1	28	9422	0	0	0
116.661	8	1	11667	2	1	28	9422	0	0	0
116.671	8	1	11668	2	1	28	9422	0	0	0
116.711	8	1	11672	2	1	28	9422	0	0	0
116.721	8	1	11673	2	1	28	9422	0	0	0
116.761	8	1	11677	2	1	28	9422	0	0	0
116.771	8	1	11678	2	1	28	9422	0	0	0
116.811	8	1	11682	2	1	28	9422	0	0	0
116.821	8	1	11683	2	1	28	9422	0	0	0
116.861	8	1	11687	2	1	28	9422	0	0	0
116.871	8	1	11688	2	1	28	9422	0	0	0
116.911	8	1	11692	2	1	28	9422	0	0	0
116.921	8	1	11693	2	1	28	9422	0	0	0
116.961	8	1	11697	2	1	28	9422	0	0	0
116.971	8	1	11698	2	1	28	9422	0	0	0
117.011	8	1	11702	2	1	28	9422	0	0	0
117.021	8	1	11703	2	1	28	9422	0	0	0
117.061	8	1	11707	2	1	28	9422	0	0	0
117.071	8	1	11708	2	1	28	9422	0	0	0
117.111	8	1	11712	2	1	28	9422	0	0	0
117.121	8	1	11713	2	1	28	9422	0	0	0
117.161	8	1	11717	2	1	28	9422	0	0	0
117.171	8	1	11718	2	1	28	9422	0	0	0
117.211	8	1	11722	2	1	28	9422	0	0	0
117.221	8	1	11723	2	1	28	9422	0	0	0
117.261	8	1	11727	2	1	28	9422	0	0	0
117.271	8	1	11728	2	1	28	9422	0	0	0
117.311	8	1	11732	2	1	28	9422	0	0	0
117.321	8	1	11733	2	1	28	9422	0	0	0
117.361	8	1	11737	2	1	28	9422	0	0	0
117.371	8	1	11738	2	1	28	9422	0	0	0
117.411	8	1	11742	2	1	28	9422	0	0	0
117.421	8	1	11743	2	1	28	9422	0	0	0
117.461	8	1	11747	2	1	28	9422	0	0	0
117.471	8	1	11748	2	1	28	9422	0	0	0
117.511	8	1	11752	2	1	28	9422	0	0	0
117.521	8	1	11753	2	1	28	9422	0	0	0
117.561	8	1	11757	2	1	28	9422	0	0	0
117.571	8	1	11758	2	1	28	9422	0	0	0
117.611	8	1	11762	2	1	28	9422	0	0	0
117.621	8	1	11763	2	1	28	9422	0	0	0
117.661	8	1	11767	2	1	28	9422	0	0	0
117.671	8	1	11768	2	1	28	9422	0	0	0
117.711	8	1	11772	2	1	28	9422	0	0	0
117.721	8	1	11773	2	1	28	9422	0	0	0
117.761	8	1	11777	2	1	28	9422	0	0	0
117.771	8	1	11778	2	1	28	9422	0	0	0
117.811	8	1	11782	2	1	28	9422	0	0	0
117.821	8	1	11783	2	1	28	9422	0	0	0
117.861	8	1	11787	2	1	28	9422	0	0	0
117.871	8	1	11788	2	1	28	9422	0	0	0
117.911	8	1	11792	2	1	28	9422	0	0	0
117.921	8	1	11793	2	1	28	9422	0	0	0
117.961	8	1	11797	2	1	28	9422	0	0	0
117.971	8	1	11798	2	1	28	9422	0	0	0
118.011	8	1	11802	2	1	28	9422	0	0	0
118.021	8	1	11803	2	1	28	9422	0	0	0
118.061	8	1	11807	2	1	28	9422	0	0	0
118.071	8	1	11808	2	1	28	9422	0	0	0
118.111	8	1	11812	2	1	28	9422	0	0	0
118.121	8	1	11813	2	1	28	9422	0	0	0
118.161	8	1	11817	2	1	28	9422	0	0	0
118.171	8	1	11818	2	1	28	9422	0	0	0
118.211	8	1	11822	2	1	28	9422	0	0	0
118.221	8	1	11823	2	1	28	9422	0	0	0
118.261	8	1	11827	2	1	28	9422	0	0	0
118.271	8	1	11828	2	1	28	9422	0	0	0
118.311	8	1	11832	2	1	28	9422	0	0	0
118.321	8	1	11833	2	1	28	9422	0	0	0
118.361	8	1	11837	2	1	28	9422	0	0	0
118.371	8	1	11838	2	1	28	9422	0	0	0
118.411	8	1	11842	2	1	28	9422	0	0	0
118.421	8	1	11843	2	1	28	9422	0	0	0
118.461	8	1	11847	2	1	28	9422	0	0	0
118.471	8	1	11848	2	1	28	9422	0	0	0
118.511	8	1	11852	2	1	28	9422	0	0	0
118.521	8	1	11853	2	1	28	9422	0	0	0
118.561	8	1	11857	2	1	28	9422	0	0	0
118.571	8	1	11858	2	1	28	9422	0	0	0
118.611	8	1	11862	2	1	28	9422	0	0	0
118.621	8	1	11863	2	1	28	9422	0	0	0
118.661	8	1	11867	2	1	28	9422	0	0	0
118.671	8	1	11868	2	1	28	9422	0	0	0
118.711	8	1	11872	2	1	28	9422	0	0	0
118.721	8	1	11873	2	1	28	9422	0	0	0
118.761	8	1	11877	2	1	28	9422	0	0	0
118.771	8	1	11878	2	1	28	9422	0	0	0
118.811	8	1	11882	2	1	28	9422	0	0	0
118.821	8	1	11883	2	1	28	9422	0	0	0
118.861	8	1	11887	2	1	28	9422	0	0	0
118.871	8	1	11888	2	1	28	9422	0	0	0
118.911	8	1	11892	2	1	28	9422	0	0	0
118.921	8	1	11893	2	1	28	9422	0	0	0
118.961	8	1	11897	2	1	28	9422	0	0	0
118.971	8	1	11898	2	1	28	9422	0	0	0
119.011	8	1	11902	2	1	28	9422	0	0	0
119.021	8	1	11903	2	1	28	9422	0	0	0
119.061	8	1	11907	2	1	28	9422	0	0	0
119.071	8	1	11908	2	1	28	9422	0	0	0
119.111	8	1	11912	2	1	28	9422	0	0	0
119.121	8	1	11913	2	1	28	9422	0	0	0
119.161	8	1	11917	2	1	28	9422	0	0	0
119.171	8	1	11918	2	1	28	9422	0	0	0
119.211	8	1	11922	2	1	28	9422	0	0	0
119.221	8	1	11923	2	1	28	9422	0	0	0
119.261	8	1	11927	2	1	28	9422	0	0	0
119.271	8	1	11928	2	1	28	9422	0	0	0
119.311	8	1	11932	2	1	28	9422	0	0	0
119.321	8	1	11933	2	1	28	9422	0	0	0
119.361	8	1	11937	2	1	28	9422	0	0	0
119.371	8	1	11938	2	1	28	9422	0	0	0
119.411	8	1	11942	2	1	28	9422	0	0	0
119.421	8	1	11943	2	1	28	9422	0	0	0
119.461	8	1	11947	2	1	28	9422	0	0	0
119.471	8	1	11948	2	1	28	9422	0	0	0
119.511	8	1	11952	2	1	28	9422	0	0	0
119.521	8	1	11953	2	1	28	9422	0	0	0
119.561	8	1	11957	2	1	28	9422	0	0	0
119.571	8	1	11958	2	1	28	9422	0	0	0
119.611	8	1	11962	2	1	28	9422	0	0	0
119.621	8	1	11963	2	1	28	9422	0	0	0
119.661	8	1	11967	2	1	28	9422	0	0	0
119.671	8	1	11968	2	1	28	9422	0	0	0
119.711	8	1	11972	2	1	28	9422	0	0	0
119.721	8	1	11973	2	1	28	9422	0	0	0
119.761	8	1	11977	2	1	28	9422	0	0	0
119.771	8	1	11978	2	1	28	9422	0	0	0
119.811	8	1	11982	2	1	28	9422	0	0	0
119.821	8	1	11983	2	1	28	9422	0	0	0
119.861	8	1	11987	2	1	28	9422	0	0	0
119.871	8	1	11988	2	1	28	9422	0	0	0
119.911	8	1	11992	2	1	28	9422	0	0	0
119.921	8	1	11993	2	1	28	9422	0	0	0
119.961	8	1	11997	2	1	28	9422	0	0	0
119.971	8	1	11998	2	1	28	9422	0	0	0
120.011	8	1	12002	2	1	28	9422	0	0	0
120.021	8	1	12003	2	1	28	9422	0	0	0
120.061	8	1	12007	2	1	28	9422	0	0	0
120.071	8	1	12008	2	1	28	9422	0	0	0
120.111	8	1	12012	2	1	28	9422	0	0	0
120.121	8	1	12013	2	1	28	9422	0	0	0
120.161	8	1	12017	2	1	28	9422	0	0	0
120.171	8	1	12018	2	1	28	9422	0	0	0
120.211	8	1	12022	2	1	28	9422	0	0	0
120.221	8	1	12023	2	1	28	9422	0	0	0
120.261	8	1	12027	2	1	28	9422	0	0	0
120.271	8	1	12028	2	1	28	9422	0	0	0
120.311	8	1	12032	2	1	28	9422	0	0	0
120.321	8	1	12033	2	1	28	9422	0	0	0
120.361	8	1	12037	2	1	28	9422	0	0	0
120.371	8	1	12038	2	1	28	9422	0	0	0
120.411	8	1	12042	2	1	28	9422	0	0	0
120.421	8	1	12043	2	1	28	9422	0	0	0
120.461	8	1	12047	2	1	28	9422	0	0	0
120.471	8	1	12048	2	1	28	9422	0	0	0
120.511	8	1	12052	2	1	28	9422	0	0	0
120.521	8	1	12053	2	1	28	9422	0	0	0
120.561	8	1	12057	2	1	28	9422	0	0	0
120.571	8	1	12058	2	1	28	9422	0	0	0
120.611	8	1	12062	2	1	28	9422	0	0	0
120.621	8	1	12063	2	1	28	9422	0	0	0
120.661	8	1	12067	2	1	28	9422	0	0	0
120.671	8	1	12068	2	1	28	9422	0	0	0
120.711	8	1	12072	2	1	28	9422	0	0	0
120.721	8	1	12073	2	1	28	9422	0	0	0
120.761	8	1	12077	2	1	28	9422	0	0	0
120.771	8	1	12078	2	1	28	9422	0	0	0
120.811	8	1	12082	2	1	28	9422	0	0	0
120.821	8	1	12083	2	1	28	9422	0	0	0
120.861	8	1	12087	2	1	28	9422	0	0	0
120.871	8	1	12088	2	1	28	9422	0	0	0
120.911	8	1	12092	2	1	28	9422	0	0	0
120.921	8	1	12093	2	1	28	9422	0	0	0
120.961	8	1	12097	2	1	28	9422	0	0	0
120.971	8	1	12098	2	1	28	9422	0	0	0
121.011	8	1	12102	2	1	28	9422	0	0	0
121.021	8	1	12103	2	1	28	9422	0	0	0
121.061	8	1	12107	2	1	28	9422	0	0	0
121.071	8	1	12108	2	1	28	9422	0	0	0
121.111	8	1	12112	2	1	28	9422	0	0	0
121.121	8	1	12113	2	1	28	9422	0	0	0
121.161	8	1	12117	2	1	28	9422	0	0	0
121.171	8	1	12118	2	1	28	9422	0	0	0
121.211	8	1	12122	2	1	28	9422	0	0	0
121.221	8	1	12123	2	1	28	9422	0	0	0
121.261	8	1	12127	2	1	28	9422	0	0	0
121.271	8	1	12128	2	1	28	9422	0	0	0
121.311	8	1	12132	2	1	28	9422	0	0	0
121.321	8	1	12133	2	1	28	9422	0	0	0
121.361	8	1	12137	2	1	28	9422	0	0	0
121.371	8	1	12138	2	1	28	9422	0	0	0
121.411	8	1	12142	2	1	28	9422	0	0	0
121.421	8	1	12143	2	1	28	9422	0	0	0
121.461	8	1	12147	2	1	28	9422	0	0	0
121.471	8	1	12148	2	1	28	9422	0	0	0
121.511	8	1	12152	2	1	28	9422	0	0	0
121.521	8	1	12153	2	1	28	9422	0	0	0
121.561	8	1	12157	2	1	28	9422	0	0	0
121.571	8	1	12158	2	1	28	9422	0	0	0
121.611	8	1	12162	2	1	28	9422	0	0	0
121.621	8	1	12163	2	1	28	9422	0	0	0
121.661	8	1	12167	2	1	28	9422	0	0	0
121.671	8	1	12168	2	1	28	9422	0	0	0
121.711	8	1	12172	2	1	28	9422	0	0	0
121.721	8	1	12173	2	1	28	9422	0	0	0
121.761	8	1	12177	2	1	28	9422	0	0	0
121.771	8	1	12178	2	1	28	9422	0	0	0
121.811	8	1	12182	2	1	28	9422	0	0	0
121.821	8	1	12183	2	1	28	9422	0	0	0
121.861	8	1	12187	2	1	28	9422	0	0	0
121.871	8	1	12188	2	1	28	9422	0	0	0
121.911	8	1	12192	2	1	28	9422	0	0	0
121.921	8	1	12193	2	1	28	9422	0	0	0
121.961	8	1	12197	2	1	28	9422	0	0	0
121.971	8	1	12198	2	1	28	9422	0	0	0
122.011	8	1	12202	2	1	28	9422	0	0	0
122.021	8	1	12203	2	1	28	9422	0	0	0
122.061	8	1	12207	2	1	28	9422	0	0	0
122.071	8	1	12208	2	1	28	9422	0	0	0
122.111	8	1	12212	2	1	28	9422	0	0	0
122.121	8	1	12213	2	1	28	9422	0	0	0
122.161	8	1	12217	2	1	28	9422	0	0	0
122.171	8	1	12218	2	1	28	9422	0	0	0
122.211	8	1	12222	2	1	28	9422	0	0	0
122.221	8	1	12223	2	1	28	9422	0	0	0
122.261	8	1	12227	2	1	28	9422	0	0	0
122.271	8	1	12228	2	1	28	9422	0	0	0
122.311	8	1	12232	2	1	28	9422	0	0	0
122.321	8	1	12233	2	1	28	9422	0	0	0
122.361	8	1	12237	2	1	28	9422	0	0	0
122.371	8	1	12238	2	1	28	9422	0	0	0
122.411	8	1	12242	2	1	28	9422	0	0	0
122.421	8	1	12243	2	1	28	9422	0	0	0
122.461	8	1	12247	2	1	28	9422	0	0	0
122.471	8	1	12248	2	1	28	9422	0	0	0
122.511	8	1	12252	2	1	28	9422	0	0	0
122.521	8	1	12253	2	1	28	9422	0	0	0
122.561	8	1	12257	2	1	28	9422	0	0	0
122.571	8	1	12258	2	1	28	9422	0	0	0
122.611	8	1	12262	2	1	28	9422	0	0	0
122.621	8	1	12263	2	1	28	9422	0	0	0
122.661	8	1	12267	2	1	28	9422	0	0	0
122.671	8	1	12268	2	1	28	9422	0	0	0
122.711	8	1	12272	2	1	28	9422	0	0	0
122.721	8	1	12273	2	1	28	9422	0	0	0
122.761	8	1	12277	2	1	28	9422	0	0	0
122.771	8	1	12278	2	1	28	9422	0	0	0
122.811	8	1	12282	2	1	28	9422	0	0	0
122.821	8	1	12283	2	1	28	9422	0	0	0
122.861	8	1	12287	2	1	28	9422	0	0	0
122.871	8	1	12288	2	1	28	9422	0	0	0
122.911	8	1	12292	2	1	28	9422	0	0	0
122.921	8	1	12293	2	1	28	9422	0	0	0
122.961	8	1	12297	2	1	28	9422	0	0	0
122.971	8	1	12298	2	1	28	9422	0	0	0
123.011	8	1	12302	2	1	28	9422	0	0	0
123.021	8	1	12303	2	1	28	9422	0	0	0
123.061	8	1	12307	2	1	28	9422	0	0	0
123.071	8	1	12308	2	1	28	9422	0	0	0
123.111	8	1	12312	2	1	28	9422	0	0	0
123.121	8	1	12313	2	1	28	9422	0	0	0
123.161	8	1	12317	2	1	28	9422	0	0	0
123.171	8	1	12318	2	1	28	9422	0	0	0
123.211	8	1	12322	2	1	28	9422	0	0	0
123.221	8	1	12323	2	1	28	9422	0	0	0
123.261	8	1	12327	2	1	28	9422	0	0	0
123.271	8	1	12328	2	1	28	9422	0	0	0
123.311	8	1	12332	2	1	28	9422	0	0	0
123.321	8	1	12333	2	1	28	9422	0	0	0
123.361	8	1	12337	2	1	28	9422	0	0	0
123.371	8	1	12338	2	1	28	9422	0	0	0
123.411	8	1	12342	2	1	28	9422	0	0	0
123.421	8	1	12343	2	1	28	9422	0	0	0
123.461	8	1	12347	2	1	28	9422	0	0	0
123.471	8	1	12348	2	1	28	9422	0	0	0
123.511	8	1	12352	2	1	28	9422	0	0	0
123.521	8	1	12353	2	1	28	9422	0	0	0
123.561	8	1	12357	2	1	28	9422	0	0	0
123.571	8	1	12358	2	1	28	9422	0	0	0
123.611	8	1	12362	2	1	28	9422	0	0	0
123.621	8	1	12363	2	1	28	9422	0	0	0
123.661	8	1	12367	2	1	28	9422	0	0	0
123.671	8	1	12368	2	1	28	9422	0	0	0
123.711	8	1	12372	2	1	28	9422	0	0	0
123.721	8	1	12373	2	1	28	9422	0	0	0
123.761	8	1	12377	2	1	28	9422	0	0	0
123.771	8	1	12378	2	1	28	9422	0	0	0
123.811	8	1	12382	2	1	28	9422	0	0	0
123.821	8	1	12383	2	1	28	9422	0	0	0
123.861	8	1	12387	2	1	28	9422	0	0	0
123.871	8	1	12388	2	1	28	9422	0	0	0
123.911	8	1	12392	2	1	28	9422	0	0	0
123.921	8	1	12393	2	1	28	9422	0	0	0
123.961	8	1	12397	2	1	28	9422	0	0	0
123.971	8	1	12398	2	1	28	9422	0	0	0
124.011	8	1	12402	2	1	28	9422	0	0	0
124.021	8	1	12403	2	1	28	9422	0	0	0
124.061	8	1	12407	2	1	28	9422	0	0	0
124.071	8	1	12408	2	1	28	9422	0	0	0
124.111	8	1	12412	2	1	28	9422	0	0	0
124.121	8	1	12413	2	1	28	9422	0	0	0
124.161	8	1	12417	2	1	28	9422	0	0	0
124.171	8	1	12418	2	1	28	9422	0	0	0
