% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
217213	6	1	3	0	28	9422	0	1	0
217223	6	1	3	0	28	9422	0	1	0
217263	6	1	3	0	28	9422	0	1	0
217273	6	1	3	0	28	9422	0	1	0
217313	6	1	3	0	28	9422	0	1	0
217323	6	1	3	0	28	9422	0	1	0
217363	6	1	3	0	28	9422	0	1	0
217373	6	1	3	0	28	9422	0	1	0
217413	6	1	3	0	28	9422	0	1	0
217423	6	1	3	0	28	9422	0	1	0
217463	6	1	3	0	28	9422	0	1	0
217473	6	1	3	0	28	9422	0	1	0
217513	6	1	3	0	28	9422	0	1	0
217523	6	1	3	0	28	9422	0	1	0
217563	6	1	3	0	28	9422	0	1	0
217573	6	1	3	0	28	9422	0	1	0
217613	6	1	3	0	28	9422	0	1	0
217623	6	1	3	0	28	9422	0	1	0
217663	6	1	3	0	28	9422	0	1	0
217673	6	1	3	0	28	9422	0	1	0
217713	6	1	3	0	28	9422	0	1	0
217723	6	1	3	0	28	9422	0	1	0
217763	6	1	3	0	28	9422	0	1	0
217773	6	1	3	0	28	9422	0	1	0
217813	6	1	3	0	28	9422	0	1	0
217823	6	1	3	0	28	9422	0	1	0
217863	6	1	3	0	28	9422	0	1	0
217873	6	1	3	0	28	9422	0	1	0
217913	6	1	3	0	28	9422	0	1	0
217923	6	1	3	0	28	9422	0	1	0
217963	6	1	3	0	28	9422	0	1	0
217973	6	1	3	0	28	9422	0	1	0
218013	6	1	3	0	28	9422	0	1	0
218023	6	1	3	0	28	9422	0	1	0
218063	6	1	3	0	28	9422	0	1	0
218073	6	1	3	0	28	9422	0	1	0
218113	6	1	3	0	28	9422	0	1	0
218123	6	1	3	0	28	9422	0	1	0
218163	6	1	3	0	28	9422	0	1	0
218173	6	1	3	0	28	9422	0	1	0
218213	6	1	3	0	28	9422	0	1	0
218223	6	1	3	0	28	9422	0	1	0
218263	6	1	3	0	28	9422	0	1	0
218273	6	1	3	0	28	9422	0	1	0
218313	6	1	3	0	28	9422	0	1	0
218323	6	1	3	0	28	9422	0	1	0
218363	6	1	3	0	28	9422	0	1	0
218373	6	1	3	0	28	9422	0	1	0
218413	6	1	3	0	28	9422	0	1	0
218423	6	1	3	0	28	9422	0	1	0
218463	6	1	3	0	28	9422	0	1	0
218473	6	1	3	0	28	9422	0	1	0
218513	6	1	3	0	28	9422	0	1	0
218523	6	1	3	0	28	9422	0	1	0
218563	6	1	3	0	28	9422	0	1	0
218573	6	1	3	0	28	9422	0	1	0
218613	6	1	3	0	28	9422	0	1	0
218623	6	1	3	0	28	9422	0	1	0
218663	6	1	3	0	28	9422	0	1	0
218673	6	1	3	0	28	9422	0	1	0
218713	6	1	3	0	28	9422	0	1	0
218723	6	1	3	0	28	9422	0	1	0
218763	6	1	3	0	28	9422	0	1	0
218773	6	1	3	0	28	9422	0	1	0
218813	6	1	3	0	28	9422	0	1	0
218823	6	1	3	0	28	9422	0	1	0
218863	6	1	3	0	28	9422	0	1	0
218873	6	1	3	0	28	9422	0	1	0
218913	6	1	3	0	28	9422	0	1	0
218923	6	1	3	0	28	9422	0	1	0
218963	6	1	3	0	28	9422	0	1	0
218973	6	1	3	0	28	9422	0	1	0
219013	6	1	3	0	28	9422	0	1	0
219023	6	1	3	0	28	9422	0	1	0
219063	6	1	3	0	28	9422	0	1	0
219073	6	1	3	0	28	9422	0	1	0
219113	6	1	3	0	28	9422	0	1	0
219123	6	1	3	0	28	9422	0	1	0
219163	6	1	3	0	28	9422	0	1	0
219173	6	1	3	0	28	9422	0	1	0
219213	6	1	3	0	28	9422	0	1	0
219223	6	1	3	0	28	9422	0	1	0
219263	6	1	3	0	28	9422	0	1	0
219273	6	1	3	0	28	9422	0	1	0
219313	6	1	3	0	28	9422	0	1	0
219323	6	1	3	0	28	9422	0	1	0
219363	6	1	3	0	28	9422	0	1	0
219373	6	1	3	0	28	9422	0	1	0
219413	6	1	3	0	28	9422	0	1	0
219423	6	1	3	0	28	9422	0	1	0
219463	6	1	3	0	28	9422	0	1	0
219473	6	1	3	0	28	9422	0	1	0
219513	6	1	3	0	28	9422	0	1	0
219523	6	1	3	0	28	9422	0	1	0
219563	6	1	3	0	28	9422	0	1	0
219573	6	1	3	0	28	9422	0	1	0
219613	6	1	3	0	28	9422	0	1	0
219623	6	1	3	0	28	9422	0	1	0
219663	6	1	3	0	28	9422	0	1	0
219673	6	1	3	0	28	9422	0	1	0
219713	6	1	3	0	28	9422	0	1	0
219723	6	1	3	0	28	9422	0	1	0
219763	6	1	3	0	28	9422	0	1	0
219773	6	1	3	0	28	9422	0	1	0
219813	6	1	3	0	28	9422	0	1	0
219823	6	1	3	0	28	9422	0	1	0
219863	6	1	3	0	28	9422	0	1	0
219873	6	1	3	0	28	9422	0	1	0
219913	6	1	3	0	28	9422	0	1	0
219923	6	1	3	0	28	9422	0	1	0
219963	6	1	3	0	28	9422	0	1	0
219973	6	1	3	0	28	9422	0	1	0
220013	6	1	3	0	28	9422	0	1	0
220023	6	1	3	0	28	9422	0	1	0
220063	6	1	3	0	28	9422	0	1	0
220073	6	1	3	0	28	9422	0	1	0
220113	6	1	3	0	28	9422	0	1	0
220123	6	1	3	0	28	9422	0	1	0
220163	6	1	3	0	28	9422	0	1	0
220173	6	1	3	0	28	9422	0	1	0
220213	6	1	3	0	28	9422	0	1	0
220223	6	1	3	0	28	9422	0	1	0
220263	6	1	3	0	28	9422	0	1	0
220273	6	1	3	0	28	9422	0	1	0
220313	6	1	3	0	28	9422	0	1	0
220323	6	1	3	0	28	9422	0	1	0
220363	6	1	3	0	28	9422	0	1	0
220373	6	1	3	0	28	9422	0	1	0
220413	6	1	3	0	28	9422	0	1	0
220423	6	1	3	0	28	9422	0	1	0
220463	6	1	3	0	28	9422	0	1	0
220473	6	1	3	0	28	9422	0	1	0
220513	6	1	3	0	28	9422	0	1	0
220523	6	1	3	0	28	9422	0	1	0
220563	6	1	3	0	28	9422	0	1	0
220573	6	1	3	0	28	9422	0	1	0
220613	6	1	3	0	28	9422	0	1	0
220623	6	1	3	0	28	9422	0	1	0
220663	6	1	3	0	28	9422	0	1	0
220673	6	1	3	0	28	9422	0	1	0
220713	6	1	3	0	28	9422	0	1	0
220723	6	1	3	0	28	9422	0	1	0
220763	6	1	3	0	28	9422	0	1	0
220773	6	1	3	0	28	9422	0	1	0
220813	6	1	3	0	28	9422	0	1	0
220823	6	1	3	0	28	9422	0	1	0
220863	6	1	3	0	28	9422	0	1	0
220873	6	1	3	0	28	9422	0	1	0
220913	6	1	3	0	28	9422	0	1	0
220923	6	1	3	0	28	9422	0	1	0
220963	6	1	3	0	28	9422	0	1	0
220973	6	1	3	0	28	9422	0	1	0
221013	6	1	3	0	28	9422	0	1	0
221023	6	1	3	0	28	9422	0	1	0
221063	6	1	3	0	28	9422	0	1	0
221073	6	1	3	0	28	9422	0	1	0
221113	6	1	3	0	28	9422	0	1	0
221123	6	1	3	0	28	9422	0	1	0
221163	6	1	3	0	28	9422	0	1	0
221173	6	1	3	0	28	9422	0	1	0
221213	6	1	3	0	28	9422	0	1	0
221223	6	1	3	0	28	9422	0	1	0
221263	6	1	3	0	28	9422	0	1	0
221273	6	1	3	0	28	9422	0	1	0
221313	6	1	3	0	28	9422	0	1	0
221323	6	1	3	0	28	9422	0	1	0
221363	6	1	3	0	28	9422	0	1	0
221373	6	1	3	0	28	9422	0	1	0
221413	6	1	3	0	28	9422	0	1	0
221423	6	1	3	0	28	9422	0	1	0
221463	6	1	3	0	28	9422	0	1	0
221473	6	1	3	0	28	9422	0	1	0
221513	6	1	3	0	28	9422	0	1	0
221523	6	1	3	0	28	9422	0	1	0
221563	6	1	3	0	28	9422	0	1	0
221573	6	1	3	0	28	9422	0	1	0
221613	6	1	3	0	28	9422	0	1	0
221623	6	1	3	0	28	9422	0	1	0
221663	6	1	3	0	28	9422	0	1	0
221673	6	1	3	0	28	9422	0	1	0
221713	6	1	3	0	28	9422	0	1	0
221723	6	1	3	0	28	9422	0	1	0
221763	6	1	3	0	28	9422	0	1	0
221773	6	1	3	0	28	9422	0	1	0
221813	6	1	3	0	28	9422	0	1	0
221823	6	1	3	0	28	9422	0	1	0
221863	6	1	3	0	28	9422	0	1	0
221873	6	1	3	0	28	9422	0	1	0
221913	6	1	3	0	28	9422	0	1	0
221923	6	1	3	0	28	9422	0	1	0
221963	6	1	3	0	28	9422	0	1	0
221973	6	1	3	0	28	9422	0	1	0
222013	6	1	3	0	28	9422	0	1	0
222023	6	1	3	0	28	9422	0	1	0
222063	6	1	3	0	28	9422	0	1	0
222073	6	1	3	0	28	9422	0	1	0
222113	6	1	3	0	28	9422	0	1	0
222123	6	1	3	0	28	9422	0	1	0
222163	6	1	3	0	28	9422	0	1	0
222173	6	1	3	0	28	9422	0	1	0
222213	6	1	3	0	28	9422	0	1	0
222223	6	1	3	0	28	9422	0	1	0
222263	6	1	3	0	28	9422	0	1	0
222273	6	1	3	0	28	9422	0	1	0
222313	6	1	3	0	28	9422	0	1	0
222323	6	1	3	0	28	9422	0	1	0
222363	6	1	3	0	28	9422	0	1	0
222373	6	1	3	0	28	9422	0	1	0
222413	6	1	3	0	28	9422	0	1	0
222423	6	1	3	0	28	9422	0	1	0
222463	6	1	3	0	28	9422	0	1	0
222473	6	1	3	0	28	9422	0	1	0
222513	6	1	3	0	28	9422	0	1	0
222523	6	1	3	0	28	9422	0	1	0
222563	6	1	3	0	28	9422	0	1	0
222573	6	1	3	0	28	9422	0	1	0
222613	6	1	3	0	28	9422	0	1	0
222623	6	1	3	0	28	9422	0	1	0
222663	6	1	3	0	28	9422	0	1	0
222673	6	1	3	0	28	9422	0	1	0
222713	6	1	3	0	28	9422	0	1	0
222723	6	1	3	0	28	9422	0	1	0
222763	6	1	3	0	28	9422	0	1	0
222773	6	1	3	0	28	9422	0	1	0
222813	6	1	3	0	28	9422	0	1	0
222823	6	1	3	0	28	9422	0	1	0
222863	6	1	3	0	28	9422	0	1	0
222873	6	1	3	0	28	9422	0	1	0
222913	6	1	3	0	28	9422	0	1	0
222923	6	1	3	0	28	9422	0	1	0
222963	6	1	3	0	28	9422	0	1	0
222973	6	1	3	0	28	9422	0	1	0
223013	6	1	3	0	28	9422	0	1	0
223023	6	1	3	0	28	9422	0	1	0
223063	6	1	3	0	28	9422	0	1	0
223073	6	1	3	0	28	9422	0	1	0
223113	6	1	3	0	28	9422	0	1	0
223123	6	1	3	0	28	9422	0	1	0
223163	6	1	3	0	28	9422	0	1	0
223173	6	1	3	0	28	9422	0	1	0
223213	6	1	3	0	28	9422	0	1	0
223223	6	1	3	0	28	9422	0	1	0
223263	6	1	3	0	28	9422	0	1	0
223273	6	1	3	0	28	9422	0	1	0
223313	6	1	3	0	28	9422	0	1	0
223323	6	1	3	0	28	9422	0	1	0
223363	6	1	3	0	28	9422	0	1	0
223373	6	1	3	0	28	9422	0	1	0
223413	6	1	3	0	28	9422	0	1	0
223423	6	1	3	0	28	9422	0	1	0
223463	6	1	3	0	28	9422	0	1	0
223473	6	1	3	0	28	9422	0	1	0
223513	6	1	3	0	28	9422	0	1	0
223523	6	1	3	0	28	9422	0	1	0
223563	6	1	3	0	28	9422	0	1	0
223573	6	1	3	0	28	9422	0	1	0
223613	6	1	3	0	28	9422	0	1	0
223623	6	1	3	0	28	9422	0	1	0
223663	6	1	3	0	28	9422	0	1	0
223673	6	1	3	0	28	9422	0	1	0
223713	6	1	3	0	28	9422	0	1	0
223723	6	1	3	0	28	9422	0	1	0
223763	6	1	3	0	28	9422	0	1	0
223773	6	1	3	0	28	9422	0	1	0
223813	6	1	3	0	28	9422	0	1	0
223823	6	1	3	0	28	9422	0	1	0
223863	6	1	3	0	28	9422	0	1	0
223873	6	1	3	0	28	9422	0	1	0
223913	6	1	3	0	28	9422	0	1	0
223923	6	1	3	0	28	9422	0	1	0
223963	6	1	3	0	28	9422	0	1	0
223973	6	1	3	0	28	9422	0	1	0
224013	6	1	3	0	28	9422	0	1	0
224023	6	1	3	0	28	9422	0	1	0
224063	6	1	3	0	28	9422	0	1	0
224073	6	1	3	0	28	9422	0	1	0
224113	6	1	3	0	28	9422	0	1	0
224123	6	1	3	0	28	9422	0	1	0
224163	6	1	3	0	28	9422	0	1	0
224173	6	1	3	0	28	9422	0	1	0
224213	6	1	3	0	28	9422	0	1	0
224223	6	1	3	0	28	9422	0	1	0
224263	6	1	3	0	28	9422	0	1	0
224273	6	1	3	0	28	9422	0	1	0
224313	6	1	3	0	28	9422	0	1	0
224323	6	1	3	0	28	9422	0	1	0
224363	6	1	3	0	28	9422	0	1	0
224373	6	1	3	0	28	9422	0	1	0
224413	6	1	3	0	28	9422	0	1	0
224423	6	1	3	0	28	9422	0	1	0
224463	6	1	3	0	28	9422	0	1	0
224473	6	1	3	0	28	9422	0	1	0
224513	6	1	3	0	28	9422	0	1	0
224523	6	1	3	0	28	9422	0	1	0
224563	6	1	3	0	28	9422	0	1	0
224573	6	1	3	0	28	9422	0	1	0
224613	6	1	3	0	28	9422	0	1	0
224623	6	1	3	0	28	9422	0	1	0
224663	6	1	3	0	28	9422	0	1	0
224673	6	1	3	0	28	9422	0	1	0
224713	6	1	3	0	28	9422	0	1	0
224723	6	1	3	0	28	9422	0	1	0
224763	6	1	3	0	28	9422	0	1	0
224773	6	1	3	0	28	9422	0	1	0
224813	6	1	3	0	28	9422	0	1	0
224823	6	1	3	0	28	9422	0	1	0
224863	6	1	3	0	28	9422	0	1	0
224873	6	1	3	0	28	9422	0	1	0
224913	6	1	3	0	28	9422	0	1	0
224923	6	1	3	0	28	9422	0	1	0
224963	6	1	3	0	28	9422	0	1	0
224973	6	1	3	0	28	9422	0	1	0
225013	6	1	3	0	28	9422	0	1	0
225023	6	1	3	0	28	9422	0	1	0
225063	6	1	3	0	28	9422	0	1	0
225073	6	1	3	0	28	9422	0	1	0
225113	6	1	3	0	28	9422	0	1	0
225123	6	1	3	0	28	9422	0	1	0
225163	6	1	3	0	28	9422	0	1	0
225173	6	1	3	0	28	9422	0	1	0
225213	6	1	3	0	28	9422	0	1	0
225223	6	1	3	0	28	9422	0	1	0
225263	6	1	3	0	28	9422	0	1	0
225273	6	1	3	0	28	9422	0	1	0
225313	6	1	3	0	28	9422	0	1	0
225323	6	1	3	0	28	9422	0	1	0
225363	6	1	3	0	28	9422	0	1	0
225373	6	1	3	0	28	9422	0	1	0
225413	6	1	3	0	28	9422	0	1	0
225423	6	1	3	0	28	9422	0	1	0
225463	6	1	3	0	28	9422	0	1	0
225473	6	1	3	0	28	9422	0	1	0
225513	6	1	3	0	28	9422	0	1	0
225523	6	1	3	0	28	9422	0	1	0
225563	6	1	3	0	28	9422	0	1	0
225573	6	1	3	0	28	9422	0	1	0
225613	6	1	3	0	28	9422	0	1	0
225623	6	1	3	0	28	9422	0	1	0
225663	6	1	3	0	28	9422	0	1	0
225673	6	1	3	0	28	9422	0	1	0
225713	6	1	3	0	28	9422	0	1	0
225723	6	1	3	0	28	9422	0	1	0
225763	6	1	3	0	28	9422	0	1	0
225773	6	1	3	0	28	9422	0	1	0
225813	6	1	3	0	28	9422	0	1	0
225823	6	1	3	0	28	9422	0	1	0
225863	6	1	3	0	28	9422	0	1	0
225873	6	1	3	0	28	9422	0	1	0
225913	6	1	3	0	28	9422	0	1	0
225923	6	1	3	0	28	9422	0	1	0
225963	6	1	3	0	28	9422	0	1	0
225973	6	1	3	0	28	9422	0	1	0
226013	6	1	3	0	28	9422	0	1	0
226023	6	1	3	0	28	9422	0	1	0
226063	6	1	3	0	28	9422	0	1	0
226073	6	1	3	0	28	9422	0	1	0
226113	6	1	3	0	28	9422	0	1	0
226123	6	1	3	0	28	9422	0	1	0
226163	6	1	3	0	28	9422	0	1	0
226173	6	1	3	0	28	9422	0	1	0
226213	6	1	3	0	28	9422	0	1	0
226223	6	1	3	0	28	9422	0	1	0
226263	6	1	3	0	28	9422	0	1	0
226273	6	1	3	0	28	9422	0	1	0
226313	6	1	3	0	28	9422	0	1	0
226323	6	1	3	0	28	9422	0	1	0
226363	6	1	3	0	28	9422	0	1	0
226373	6	1	3	0	28	9422	0	1	0
226413	6	1	3	0	28	9422	0	1	0
226423	6	1	3	0	28	9422	0	1	0
226463	6	1	3	0	28	9422	0	1	0
226473	6	1	3	0	28	9422	0	1	0
226513	6	1	3	0	28	9422	0	1	0
226523	6	1	3	0	28	9422	0	1	0
226563	6	1	3	0	28	9422	0	1	0
226573	6	1	3	0	28	9422	0	1	0
226613	6	1	3	0	28	9422	0	1	0
226623	6	1	3	0	28	9422	0	1	0
226663	6	1	3	0	28	9422	0	1	0
226673	6	1	3	0	28	9422	0	1	0
226713	6	1	3	0	28	9422	0	1	0
226723	6	1	3	0	28	9422	0	1	0
226763	6	1	3	0	28	9422	0	1	0
226773	6	1	3	0	28	9422	0	1	0
226813	6	1	3	0	28	9422	0	1	0
226823	6	1	3	0	28	9422	0	1	0
226863	6	1	3	0	28	9422	0	1	0
226873	6	1	3	0	28	9422	0	1	0
226913	6	1	3	0	28	9422	0	1	0
226923	6	1	3	0	28	9422	0	1	0
226963	6	1	3	0	28	9422	0	1	0
226973	6	1	3	0	28	9422	0	1	0
227013	6	1	3	0	28	9422	0	1	0
227023	6	1	3	0	28	9422	0	1	0
227063	6	1	3	0	28	9422	0	1	0
227073	6	1	3	0	28	9422	0	1	0
227113	6	1	3	0	28	9422	0	1	0
227123	6	1	3	0	28	9422	0	1	0
227163	6	1	3	0	28	9422	0	1	0
227173	6	1	3	0	28	9422	0	1	0
227213	6	1	3	0	28	9422	0	1	0
227223	6	1	3	0	28	9422	0	1	0
227263	6	1	3	0	28	9422	0	1	0
227273	6	1	3	0	28	9422	0	1	0
227313	6	1	3	0	28	9422	0	1	0
227323	6	1	3	0	28	9422	0	1	0
227363	6	1	3	0	28	9422	0	1	0
227373	6	1	3	0	28	9422	0	1	0
227413	6	1	3	0	28	9422	0	1	0
227423	6	1	3	0	28	9422	0	1	0
227463	6	1	3	0	28	9422	0	1	0
227473	6	1	3	0	28	9422	0	1	0
227513	6	1	3	0	28	9422	0	1	0
227523	6	1	3	0	28	9422	0	1	0
227563	6	1	3	0	28	9422	0	1	0
227573	6	1	3	0	28	9422	0	1	0
227613	6	1	3	0	28	9422	0	1	0
227623	6	1	3	0	28	9422	0	1	0
227663	6	1	3	0	28	9422	0	1	0
227673	6	1	3	0	28	9422	0	1	0
227713	6	1	3	0	28	9422	0	1	0
227723	6	1	3	0	28	9422	0	1	0
227763	6	1	3	0	28	9422	0	1	0
227773	6	1	3	0	28	9422	0	1	0
227813	6	1	3	0	28	9422	0	1	0
227823	6	1	3	0	28	9422	0	1	0
227863	6	1	3	0	28	9422	0	1	0
227873	6	1	3	0	28	9422	0	1	0
227913	6	1	3	0	28	9422	0	1	0
227923	6	1	3	0	28	9422	0	1	0
227963	6	1	3	0	28	9422	0	1	0
227973	6	1	3	0	28	9422	0	1	0
228013	6	1	3	0	28	9422	0	1	0
228023	6	1	3	0	28	9422	0	1	0
228063	6	1	3	0	28	9422	0	1	0
228073	6	1	3	0	28	9422	0	1	0
228113	6	1	3	0	28	9422	0	1	0
228123	6	1	3	0	28	9422	0	1	0
228163	6	1	3	0	28	9422	0	1	0
228173	6	1	3	0	28	9422	0	1	0
228213	6	1	3	0	28	9422	0	1	0
228223	6	1	3	0	28	9422	0	1	0
228263	6	1	3	0	28	9422	0	1	0
228273	6	1	3	0	28	9422	0	1	0
228313	6	1	3	0	28	9422	0	1	0
228323	6	1	3	0	28	9422	0	1	0
228363	6	1	3	0	28	9422	0	1	0
228373	6	1	3	0	28	9422	0	1	0
228413	6	1	3	0	28	9422	0	1	0
228423	6	1	3	0	28	9422	0	1	0
228463	6	1	3	0	28	9422	0	1	0
228473	6	1	3	0	28	9422	0	1	0
228513	6	1	3	0	28	9422	0	1	0
228523	6	1	3	0	28	9422	0	1	0
228563	6	1	3	0	28	9422	0	1	0
228573	6	1	3	0	28	9422	0	1	0
228613	6	1	3	0	28	9422	0	1	0
228623	6	1	3	0	28	9422	0	1	0
228663	6	1	3	0	28	9422	0	1	0
228673	6	1	3	0	28	9422	0	1	0
228713	6	1	3	0	28	9422	0	1	0
228723	6	1	3	0	28	9422	0	1	0
228763	6	1	3	0	28	9422	0	1	0
228773	6	1	3	0	28	9422	0	1	0
228813	6	1	3	0	28	9422	0	1	0
228823	6	1	3	0	28	9422	0	1	0
228863	6	1	3	0	28	9422	0	1	0
228873	6	1	3	0	28	9422	0	1	0
228913	6	1	3	0	28	9422	0	1	0
228923	6	1	3	0	28	9422	0	1	0
228963	6	1	3	0	28	9422	0	1	0
228973	6	1	3	0	28	9422	0	1	0
229013	6	1	3	0	28	9422	0	1	0
229023	6	1	3	0	28	9422	0	1	0
229063	6	1	3	0	28	9422	0	1	0
229073	6	1	3	0	28	9422	0	1	0
229113	6	1	3	0	28	9422	0	1	0
229123	6	1	3	0	28	9422	0	1	0
229163	6	1	3	0	28	9422	0	1	0
229173	6	1	3	0	28	9422	0	1	0
229213	6	1	3	0	28	9422	0	1	0
229223	6	1	3	0	28	9422	0	1	0
229263	6	1	3	0	28	9422	0	1	0
229273	6	1	3	0	28	9422	0	1	0
229313	6	1	3	0	28	9422	0	1	0
229323	6	1	3	0	28	9422	0	1	0
229363	6	1	3	0	28	9422	0	1	0
229373	6	1	3	0	28	9422	0	1	0
229413	6	1	3	0	28	9422	0	1	0
229423	6	1	3	0	28	9422	0	1	0
229463	6	1	3	0	28	9422	0	1	0
229473	6	1	3	0	28	9422	0	1	0
229513	6	1	3	0	28	9422	0	1	0
229523	6	1	3	0	28	9422	0	1	0
229563	6	1	3	0	28	9422	0	1	0
229573	6	1	3	0	28	9422	0	1	0
229613	6	1	3	0	28	9422	0	1	0
229623	6	1	3	0	28	9422	0	1	0
229663	6	1	3	0	28	9422	0	1	0
229673	6	1	3	0	28	9422	0	1	0
229713	6	1	3	0	28	9422	0	1	0
229723	6	1	3	0	28	9422	0	1	0
229763	6	1	3	0	28	9422	0	1	0
229773	6	1	3	0	28	9422	0	1	0
229813	6	1	3	0	28	9422	0	1	0
229823	6	1	3	0	28	9422	0	1	0
229863	6	1	3	0	28	9422	0	1	0
229873	6	1	3	0	28	9422	0	1	0
229913	6	1	3	0	28	9422	0	1	0
229923	6	1	3	0	28	9422	0	1	0
229963	6	1	3	0	28	9422	0	1	0
229973	6	1	3	0	28	9422	0	1	0
230013	6	1	3	0	28	9422	0	1	0
230023	6	1	3	0	28	9422	0	1	0
230063	6	1	3	0	28	9422	0	1	0
230073	6	1	3	0	28	9422	0	1	0
230113	6	1	3	0	28	9422	0	1	0
230123	6	1	3	0	28	9422	0	1	0
230163	6	1	3	0	28	9422	0	1	0
230173	6	1	3	0	28	9422	0	1	0
230213	6	1	3	0	28	9422	0	1	0
230223	6	1	3	0	28	9422	0	1	0
230263	6	1	3	0	28	9422	0	1	0
230273	6	1	3	0	28	9422	0	1	0
230313	6	1	3	0	28	9422	0	1	0
230323	6	1	3	0	28	9422	0	1	0
230363	6	1	3	0	28	9422	0	1	0
230373	6	1	3	0	28	9422	0	1	0
230413	6	1	3	0	28	9422	0	1	0
230423	6	1	3	0	28	9422	0	1	0
230463	6	1	3	0	28	9422	0	1	0
230473	6	1	3	0	28	9422	0	1	0
230513	6	1	3	0	28	9422	0	1	0
230523	6	1	3	0	28	9422	0	1	0
230563	6	1	3	0	28	9422	0	1	0
230573	6	1	3	0	28	9422	0	1	0
230613	6	1	3	0	28	9422	0	1	0
230623	6	1	3	0	28	9422	0	1	0
230663	6	1	3	0	28	9422	0	1	0
230673	6	1	3	0	28	9422	0	1	0
230713	6	1	3	0	28	9422	0	1	0
230723	6	1	3	0	28	9422	0	1	0
230763	6	1	3	0	28	9422	0	1	0
230773	6	1	3	0	28	9422	0	1	0
230813	6	1	3	0	28	9422	0	1	0
230823	6	1	3	0	28	9422	0	1	0
230863	6	1	3	0	28	9422	0	1	0
230873	6	1	3	0	28	9422	0	1	0
230913	6	1	3	0	28	9422	0	1	0
230923	6	1	3	0	28	9422	0	1	0
230963	6	1	3	0	28	9422	0	1	0
230973	6	1	3	0	28	9422	0	1	0
231013	6	1	3	0	28	9422	0	1	0
231023	6	1	3	0	28	9422	0	1	0
231063	6	1	3	0	28	9422	0	1	0
231073	6	1	3	0	28	9422	0	1	0
231113	6	1	3	0	28	9422	0	1	0
231123	6	1	3	0	28	9422	0	1	0
231163	6	1	3	0	28	9422	0	1	0
231173	6	1	3	0	28	9422	0	1	0
231213	6	1	3	0	28	9422	0	1	0
231223	6	1	3	0	28	9422	0	1	0
231263	6	1	3	0	28	9422	0	1	0
231273	6	1	3	0	28	9422	0	1	0
231313	6	1	3	0	28	9422	0	1	0
231323	6	1	3	0	28	9422	0	1	0
231363	6	1	3	0	28	9422	0	1	0
231373	6	1	3	0	28	9422	0	1	0
231413	6	1	3	0	28	9422	0	1	0
231423	6	1	3	0	28	9422	0	1	0
231463	6	1	3	0	28	9422	0	1	0
231473	6	1	3	0	28	9422	0	1	0
231513	6	1	3	0	28	9422	0	1	0
231523	6	1	3	0	28	9422	0	1	0
231563	6	1	3	0	28	9422	0	1	0
231573	6	1	3	0	28	9422	0	1	0
231613	6	1	3	0	28	9422	0	1	0
231623	6	1	3	0	28	9422	0	1	0
231663	6	1	3	0	28	9422	0	1	0
231673	6	1	3	0	28	9422	0	1	0
231713	6	1	3	0	28	9422	0	1	0
231723	6	1	3	0	28	9422	0	1	0
231763	6	1	3	0	28	9422	0	1	0
231773	6	1	3	0	28	9422	0	1	0
231813	6	1	3	0	28	9422	0	1	0
231823	6	1	3	0	28	9422	0	1	0
231863	6	1	3	0	28	9422	0	1	0
231873	6	1	3	0	28	9422	0	1	0
231913	6	1	3	0	28	9422	0	1	0
231923	6	1	3	0	28	9422	0	1	0
231963	6	1	3	0	28	9422	0	1	0
231973	6	1	3	0	28	9422	0	1	0
232013	6	1	3	0	28	9422	0	1	0
232023	6	1	3	0	28	9422	0	1	0
232063	6	1	3	0	28	9422	0	1	0
232073	6	1	3	0	28	9422	0	1	0
232113	6	1	3	0	28	9422	0	1	0
232123	6	1	3	0	28	9422	0	1	0
232163	6	1	3	0	28	9422	0	1	0
232173	6	1	3	0	28	9422	0	1	0
232213	6	1	3	0	28	9422	0	1	0
232223	6	1	3	0	28	9422	0	1	0
232263	6	1	3	0	28	9422	0	1	0
232273	6	1	3	0	28	9422	0	1	0
232313	6	1	3	0	28	9422	0	1	0
232323	6	1	3	0	28	9422	0	1	0
232363	6	1	3	0	28	9422	0	1	0
232373	6	1	3	0	28	9422	0	1	0
232413	6	1	3	0	28	9422	0	1	0
232423	6	1	3	0	28	9422	0	1	0
232463	6	1	3	0	28	9422	0	1	0
232473	6	1	3	0	28	9422	0	1	0
232513	6	1	3	0	28	9422	0	1	0
232523	6	1	3	0	28	9422	0	1	0
232563	6	1	3	0	28	9422	0	1	0
232573	6	1	3	0	28	9422	0	1	0
232613	6	1	3	0	28	9422	0	1	0
232623	6	1	3	0	28	9422	0	1	0
232663	6	1	3	0	28	9422	0	1	0
232673	6	1	3	0	28	9422	0	1	0
232713	6	1	3	0	28	9422	0	1	0
232723	6	1	3	0	28	9422	0	1	0
232763	6	1	3	0	28	9422	0	1	0
232773	6	1	3	0	28	9422	0	1	0
232813	6	1	3	0	28	9422	0	1	0
232823	6	1	3	0	28	9422	0	1	0
232863	6	1	3	0	28	9422	0	1	0
232873	6	1	3	0	28	9422	0	1	0
232913	6	1	3	0	28	9422	0	1	0
232923	6	1	3	0	28	9422	0	1	0
232963	6	1	3	0	28	9422	0	1	0
232973	6	1	3	0	28	9422	0	1	0
233013	6	1	3	0	28	9422	0	1	0
233023	6	1	3	0	28	9422	0	1	0
